screen,dose,Drug.Name,repurposing_target,MOA,IDs,combined_targets,citeline_targets,prism_targets,Syns
REP.PRIMARY,2.5,ALFACALCIDOL,"CYP27B1, VDR",VITAMIN D RECEPTOR AGONIST,BRD:BRD-K49522529-001-03-7,"CYP27B1,VDR","VDR,","CYP27B1,VDR,","alfacalcidol;alfacalcidol (iv) , teva;alfacalcidol (iv), choongwae;alfacalcidol (iv), leo;alfacalcidol (oral), choongwae;alfacalcidol (oral), leo;alfacalcidol (oral), teva;alfacalcidol, choongwae;alfacalcidol, chugai;alfacalcidol, gerolymatos;alfacalcidol, leo;alfacalcidol, teijin;alfacalcidol, teva;alfarol;alpha d3;alphacalcidol;bon one;bon one (tablet);bon-one;bon-one (tablet);einsalpha;etalpha;onealfa;one-alpha"
REP.PRIMARY,2.5,"4,4-PENTAMETHYLENEPIPERIDINE","",M2 CHANNEL BLOCKER,BRD:BRD-K49545903-003-01-4,"",,,
REP.PRIMARY,2.5,CAREBASTINE,HRH1,HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-K49554218-001-01-0,HRH1,"HRH1,","HRH1,",carebastine;lasx-113;las-x-113
REP.PRIMARY,2.5,BMS-707035,"",HIV INTEGRASE INHIBITOR,BRD:BRD-K49555808-001-03-9,"",NaN,NaN,"bms 538158;bms-538158;hiv integrase inhibitor, bms;bms-538203;bms-707035;bms-727740;integrase inhibitor (hiv/aids), bristol-myers squibb"
REP.PRIMARY,2.5,TYRPHOSTIN-AG-18,EGFR,"EGFR INHIBITOR, TYROSINE KINASE INHIBITOR",BRD:BRD-K49657628-001-14-8,EGFR,,,
REP.PRIMARY,2.5,CLARITHROMYCIN,CYP3A4,BACTERIAL 50S RIBOSOMAL SUBUNIT INHIBITOR,BRD:BRD-K49668410-001-18-8,"CYP3A4,ATP4A",",","CYP3A4,","anx-015;clarithromycin, adventrx;sdp-015;clarithromycin;clarithromycin (nano-emulsion), adventrx;clarithromycin (nano-emulsion), sd pharmaceuticals;nano-emulsion clarithromycin, adventrx;nano-emulsion clarithromycin, sd pharmaceuticals"
REP.PRIMARY,2.5,BX-912,"CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1",PYRUVATE DEHYDROGENASE KINASE INHIBITOR,BRD:BRD-K49669041-001-08-4,"CDK2,CHEK1,GSK3B,KDR,PDK1,PDPK1",",","CDK2,CHEK1,GSK3B,KDR,PDK1,PDPK1,","bx-320;bx-424;bx-517;bx-795;bx-912;pdk-1 inhibitors (cancer), berlex biosciences"
REP.PRIMARY,2.5,KETANSERIN,"ADRA1A, ADRA1B, ADRA1D, DRD1, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR7, SLC18A1, SLC18A2",SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-K49671696-045-08-5,"ADRA1A,ADRA1B,ADRA1D,DRD1,DRD5,HTR1A,HTR1B,HTR1D,HTR2A,HTR2B,HTR2C,HTR5A,HTR7,SLC18A1,SLC18A2,GAST","HTR2A,HTR2C,","ADRA1A,ADRA1B,ADRA1D,DRD1,DRD5,HTR1A,HTR1B,HTR1D,HTR2A,HTR2B,HTR2C,HTR5A,HTR7,SLC18A1,SLC18A2,",aseranox;ketanserin;ketanserine;ketensin;kjk-945;perketan;r-41468;serefrex;serepress;sufrexa;sufrexal;taseron;serefrev
REP.PRIMARY,2.5,TTNPB,"RARA, RARB, RARG",RETINOID RECEPTOR AGONIST,BRD:BRD-K49685476-001-15-9,"RARA,RARB,RARG",",","RARA,RARB,RARG,",arotenoid;arotinoid;ro-13-6298;ro-13-7410;ttnpb;arotinoid acid
REP.PRIMARY,2.5,SNAP-94847,"ADRA1A, DRD2","",BRD:BRD-K49702221-003-01-6,"ADRA1A,DRD2,MCHR1","MCHR1,",",","mch-1 inhibitor, synaptic;snap-7941;mch-1 receptor antagonists, lundbeck;mch-1 receptor antagonists, synaptic;snap-102739;snap-94847;snec-3;melanin-concentrating hormone receptor antagonists, synaptic"
REP.PRIMARY,2.5,AGMATINE,"ADRA2C, ASIC3, CACNA1B, CHRNA1, GRIN1, KCNJ1, NISCH",NITRIC OXIDE SYNTHASE INHIBITOR,BRD:BRD-K49738308-065-04-9,"ADRA2C,ASIC3,CACNA1B,CHRNA1,GRIN1,KCNJ1,NISCH",,,
REP.PRIMARY,2.5,4-HYDROXY-PHENAZONE,"","",BRD:BRD-K49759007-001-11-9,"",,,
REP.PRIMARY,2.5,DECAMETHONIUM,"ACHE, CHRNA2",ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-K49783248-303-08-4,"ACHE,CHRNA2",,,
REP.PRIMARY,2.5,BENAZEPRIL,ACE,ANGIOTENSIN CONVERTING ENZYME INHIBITOR,BRD:BRD-K49807096-003-15-5,"ACE,CACNA2D1,CACNG1,CACNA1C,SLC12A3","ACE,","ACE,",benace;benazepril;benazepril hydrochloride;boncordin;briem;cgp-42344;cgs-14824a;cib-002;cibacen;cibacene;lotensin;normacen;tipasen;zinadril
REP.PRIMARY,2.5,NSC-9965,"CHRNA4, CHRNB2",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K49811169-004-06-6,"CHRNA4,CHRNB2",,,
REP.PRIMARY,2.5,ETOFYLLINE-CLOFIBRATE,PPARA,PLATELET AGGREGATION INHIBITOR,BRD:BRD-K49840922-001-05-1,PPARA,,,
REP.PRIMARY,2.5,PD-0325901,MAP2K1,MEK INHIBITOR,BRD:BRD-K49865102-001-08-4,"MAP2K1,MAP2K2,BRAF","MAP2K1,MAP2K2,",",","ci-1040 analogue;mirdametinib;pd 0315209;pd 0325901;pd 325901;pd 901;pd0315209;pd-0315209;pd0325901;pd-0325901;pd325901;pd-325901;pd901;pd-901;second generation map/erk kinase [mek]-1 inhibitor, pfizer;second generation mek 1/2 inhibitor (oral, type 1 neurofibromatosis/advanced solid tumors), springworks"
REP.PRIMARY,2.5,CEPHAPIRIN,"",BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K49880111-236-09-2,"",,,
REP.PRIMARY,2.5,GR-113808,HTR4,SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-K49945136-001-10-0,HTR4,",","HTR4,",gr-113808
REP.PRIMARY,2.5,MESNA,"",ANTIOXIDANT,BRD:BRD-K49954789-001-02-9,PLAT,NaN,NaN,argimesna
REP.PRIMARY,2.5,BAICALIN,PREP,BETA GLUCURONIDASE INHIBITOR,BRD:BRD-K49962337-001-01-1,PREP,NaN,NaN,"flavocoxid;limbrel;baicalin + catechin (osteoarthritis), primus;medical food product (osteoarthritis), primus pharmaceuticals"
REP.PRIMARY,2.56,BAICALIN,PREP,BETA GLUCURONIDASE INHIBITOR,BRD:BRD-K49962337-001-02-9,PREP,NaN,NaN,"flavocoxid;limbrel;baicalin + catechin (osteoarthritis), primus;medical food product (osteoarthritis), primus pharmaceuticals"
REP.PRIMARY,2.5,PHA-767491,"CDK1, RPS6KB1",CDC INHIBITOR,BRD:BRD-K50000283-001-04-4,"CDK1,RPS6KB1,CDC7","CDC7,","CDK1,RPS6KB1,","cdc7 inhibitor, nerviano;pha-767491"
REP.PRIMARY,2.5,RS-67506,HTR4,SEROTONIN RECEPTOR PARTIAL AGONIST,BRD:BRD-K50018155-003-02-1,HTR4,"HTR4,","HTR4,",rs-17017;rs-23597;rs-67333;rs-67506
REP.PRIMARY,2.5,PF-04447943,PDE9A,PHOSPHODIESTERASE INHIBITOR,BRD:BRD-K50031829-001-01-6,PDE9A,"PDE9A,","PDE9A,","pde9a inhibitor, pfizer;pde9i;pde-ix inhibitor, pfizer;pf-044467943;pf-044467943 (solution);pf-044467943 (tablet);pf-04447943;pf-04447943 (solution);pf-04447943 (tablet);pf-4447943;pf-4447943 (solution);pf-4447943 (tablet);phosphodiesterase 9a inhibitor, pfizer;pde9a inhibitor (ad), pfizer;pde9a inhibitor (sickle cell anemia), pfizer;phosphodiesterase 9a inhibitor (alzheimer's disease), pfizer"
REP.PRIMARY,2.5,DOCOSANOL,TLR7,LIPASE CLEARING FACTOR INHIBITOR,BRD:BRD-K50050533-001-02-1,"TLR7,LPL","LPL,","TLR7,",1-docosanol;abrax;abreva;behenyl alcohol;docosanol;herepair;lidakol;n-docosanol;erazaban;ik-2;ik-2 (alcohol);lidacol;behenic alcohol;docosyl alcohol
REP.PRIMARY,2.5,ABIRATERONE,"CYP11B1, CYP17A1",ANDROGEN BIOSYNTHESIS INHIBITOR,BRD:BRD-K50071428-001-03-3,"CYP11B1,CYP17A1",NaN,NaN,"abiraterone, dispersol technologies;dst 2970;dst2970;dst-2970;k 002;k002;k-002;abiraterone reformulation (kinetisol/oral, cancer), dispersol technologies"
REP.PRIMARY,2.5,TOLFENAMIC-ACID,"","CYCLOOXYGENASE INHIBITOR, PROSTANOID RECEPTOR ANTAGONIST",BRD:BRD-K50133271-001-18-7,"",,,
REP.PRIMARY,2.5,GBR-12935,"AGTR1, SLC6A3","DOPAMINE REUPTAKE INHIBITOR, DOPAMINE UPTAKE INHIBITOR",BRD:BRD-K50135270-300-02-3,"SLC6A3,AGTR1,MAOA,MAOB","MAOA,MAOB,SLC6A3,","SLC6A3,","gbr-12783;gbr-12909;gbr-12935;i-893;vanoxerine;dbl-583;gbr-12909 (cocaine dependence), national institute on drug abuse;gbr-12909 decanoate;o-526;vanoxerine (cocaine dependence), nida;vanoxerine (cocaine dependence/psychosis), royal gist-brocades"
REP.PRIMARY,2.5,NVP-TAE684,"ALK, INSR",ALK TYROSINE KINASE RECEPTOR INHIBITOR,BRD:BRD-K50140147-001-10-1,"ALK,INSR",",","ALK,INSR,","tae684;tae-684;alk tyrosine kinase antagonist (lymphoma), novartis;nvp-tae684"
REP.PRIMARY,2.5,ACRIVASTINE,HRH1,HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-K50163129-001-01-4,HRH1,"HRH1,","HRH1,",825c78;acrivastine;bw-270c;bw-825c;bw-a270c;prolert;prolert-d;semprex;duact;semprex-d
REP.PRIMARY,2.5,CANERTINIB,"AKT1, EGFR, ERBB2, ERBB4",EGFR INHIBITOR,BRD:BRD-K50168500-001-07-9,"AKT1,EGFR,ERBB2,ERBB4",",","AKT1,EGFR,ERBB2,ERBB4,",canertinib dihydrochloride;canertinib dihydrochloride (iv);canertinib dihydrochloride (oral);ci-1033;ci-1033 (iv);ci-1033 (oral);pd-0183805;pd-0183805 (iv);pd-0183805 (oral);pd-183805;pd-183805 (iv);pd-183805 (oral);sn-26606;canertinib
REP.PRIMARY,2.5,MM77,HTR1A,SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-K50293352-300-02-1,HTR1A,,,
REP.PRIMARY,2.5,UCL-2077,"",SLOW AFTERHYPERPOLARIZATION CHANNEL BLOCKER,BRD:BRD-K50325075-001-02-1,"",,,
REP.PRIMARY,2.5,FENOFIBRATE,"MMP25, PPARA",PPAR RECEPTOR AGONIST,BRD:BRD-K50388907-001-30-4,"MMP25,PPARA,HMGCR","PPARA,","MMP25,PPARA,","abt799;abt-799;controlip;fenofibrate;fenofibrate (capsule);fenofibrate (tablet);katalip;lipanthyl;lipantil;liparison;lipoclar;lipsin;normalip;panlipal;secalip;tricor;catalip;fulcro;grs-027;lipantil supra;lipidil micro;lipidil supra;tricor;fenofibrate (micronized), fournier/abbott"
REP.PRIMARY,2.5,MECLOFENAMIC-ACID,"ALOX5, CNR1, KCNQ2, KCNQ3, PTGS1, PTGS2","CYCLOOXYGENASE INHIBITOR, PROSTANOID RECEPTOR ANTAGONIST",BRD:BRD-K50398167-236-22-7,"ALOX5,CNR1,KCNQ2,KCNQ3,PTGS1,PTGS2",,,
REP.PRIMARY,2.5,HYCANTHONE,"",RNA SYNTHESIS INHIBITOR,BRD:BRD-K50406511-001-26-0,"",,,
REP.PRIMARY,2.5,ETICLOPRIDE,"DRD2, DRD3, DRD4",DOPAMINE RECEPTOR ANTAGONIST,BRD:BRD-K50417881-003-17-4,"DRD2,DRD3,DRD4",",","DRD2,DRD3,DRD4,",a-38503;eticlopride;flb-131
REP.PRIMARY,2.5,CLOMETHIAZOLE,GABRA1,"GABA RECEPTOR ANTAGONIST, GABA RECEPTOR MODULATOR",BRD:BRD-K50422030-001-05-3,GABRA1,",","GABRA1,","clomethiazole, astrazeneca;zendra;distraneurin;heminevrin;nla-715;plt-103;zelda;chlormethiazole;clomethiazole;clomethiazole edisylate"
REP.PRIMARY,2.5,SRC-KINASE-INHIBITOR-I,"CSK, LCK, RIPK2",SRC INHIBITOR,BRD:BRD-K50495309-001-02-0,"CSK,LCK,RIPK2",,,
REP.PRIMARY,2.5,TALADEGIB,"DHH, IHH, SMO",SMOOTHENED RECEPTOR ANTAGONIST,BRD:BRD-K50498985-001-03-3,"DHH,IHH,SMO","SMO,","DHH,IHH,SMO,","ly2940680;ly-2940680;ly2940680 (capsule);ly-2940680 (capsule);ly2940680 (powder);ly-2940680 (powder);ly2940680 (tablet);ly-2940680 (tablet);ly2940680 (topical);ly-2940680 (topical);rxdx109;rxdx-109;taladegib;taladegib (capsule);taladegib (powder);taladegib (tablet);taladegib (topical);hedgehog/smo antagonist (cancer), eli lilly;smoothened receptor antagonist (oral, cancer), eli lilly;taladegib (oral, cancer), ignyta;taladegib (oral, cancer), lilly"
REP.PRIMARY,2.5,E-2012,"APH1A, APH1B, PSENEN",GAMMA SECRETASE MODULATOR,BRD:BRD-K50564936-001-01-6,"APH1A,APH1B,PSENEN",",","APH1A,APH1B,PSENEN,","e2012;e-2012;gamma-secretase modulator (oral, alzheimer's disease), eisai"
REP.PRIMARY,2.5,CAPSAICIN,"CFTR, TRPV1",TRPV AGONIST,BRD:BRD-K50590187-001-19-9,"CFTR,TRPV1,HRH1,HRH2,SLC6A2,PTGS1,PTGS2","TRPV1,",",","capsaicin prodrug, sphaera pharma;urological therapy, sphaera pharma"
REP.PRIMARY,2.5,PIK-294,"PIK3CB, PIK3CD, PIK3CG",PI3K INHIBITOR,BRD:BRD-K50631926-001-02-3,"PIK3CB,PIK3CD,PIK3CG",,,
REP.PRIMARY,2.5,OXIRACETAM,"",ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-K50677762-001-01-5,"",NaN,NaN,ct-848;isf-2522;neupan;neuractiv;neuromet;oriest;oxiracetam;senex;cgp-21690e
REP.PRIMARY,2.5,CYCLAMIC-ACID,"","",BRD:BRD-K50785021-001-02-1,"",,,
REP.PRIMARY,2.5,PANCURONIUM,"CHRM2, CHRM3, CHRNA1, CHRNA2",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K50817623-303-05-7,"CHRM2,CHRM3,CHRNA1,CHRNA2",,,
REP.PRIMARY,2.5,PURVALANOL-A,"CDK1, CDK2, CDK4, CDK5, CSNK1G3, RPS6KA1, SRC",CDK INHIBITOR,BRD:BRD-K50836978-001-02-5,"CDK1,CDK2,CDK4,CDK5,CSNK1G3,RPS6KA1,SRC",,,
REP.PRIMARY,2.5,ACESULFAME-POTASSIUM,"","",BRD:BRD-K50850824-237-04-8,"",,,
REP.PRIMARY,2.5,DIENOGEST,PGR,PROGESTERONE RECEPTOR AGONIST,BRD:BRD-K50853363-001-02-3,"PGR,ESR1","PGR,","PGR,","81150037;81150231;81150746;allurene;bay86-5258;bay-86-5258;dienogest;dienogestril;dinagest;endometrion;genogest;m-18575;mjr 35;mjr35;mjr-35;sh t00660aa;sh-660;sts-557;visabelle;visanne;visannette;zk-37659;sht-00660aa;zk-37659 (endometriosis), bayer schering;zk-37659 (endometriosis), schering ag;dienogest (endometriosis), bayer/mochida;dienogest (endometriosis), jenapharm/schering/mochida/innothera"
REP.PRIMARY,2.5,SULFAFURAZOLE,"",BACTERIAL ANTIFOLATE,BRD:BRD-K50859149-001-19-5,"",,,
REP.PRIMARY,2.5,TROPISETRON,"GLRA1, GLRA2, GLRB, HTR3A, HTR4",SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-K50866992-003-09-5,"GLRA1,GLRA2,GLRB,HTR3A,HTR4","HTR3A,",",","emestop;tropisetron, samyang;ics-205-930;navoban;novaban;tropisetron;tropisetron hydrochloride"
REP.PRIMARY,2.5,TROPISETRON,"GLRA1, GLRA2, GLRB, HTR3A, HTR4",SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-K50866992-003-10-3,"GLRA1,GLRA2,GLRB,HTR3A,HTR4","HTR3A,",",","emestop;tropisetron, samyang;ics-205-930;navoban;novaban;tropisetron;tropisetron hydrochloride"
REP.PRIMARY,2.5,GR-103691,DRD3,DOPAMINE RECEPTOR ANTAGONIST,BRD:BRD-K50891186-001-04-4,DRD3,",","DRD3,",gr-103691
REP.PRIMARY,2.5,SUMATRIPTAN,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR5A, HTR6, HTR7",SEROTONIN RECEPTOR AGONIST,BRD:BRD-K50938287-036-13-8,"HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR5A,HTR6,HTR7,AKR1C1,ASIC3,EDNRA,HSPA5,IKBKB,NFKB1,NFKB2,NFKBIA,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKAG2,PRKAG3,PTGS1,PTGS2,RPS6KA3,TP53","HTR1D,",",","ox-40;sumatriptan, orexo;sumatriptan;sumatriptan (sublingual, migraine), orexo"
REP.PRIMARY,2.5,ROPIVACAINE,SCN10A,SODIUM CHANNEL BLOCKER,BRD:BRD-K50938786-003-11-8,"SCN10A,SCN9A","SCN9A,",",","ropivacaine, durapeel;ropivacaine, nuvo pharmaceuticals;topical anaesthetic, durapeel;topical anaesthetic, nuvo pharmaceuticals;al-281;al-381;anapaine;lea-103;narapin;narop;naropin;naropin polyamp;ropivacaine;ropivacaine hydrochloride"
REP.PRIMARY,2.5,TRAMADOL,"CHRFAM7A, CHRM3, GRIN3A, HTR2C, OPRD1, OPRK1, OPRM1, SLC6A2, SLC6A4","NOREPINEPHRINE REPUTAKE INHIBITOR, OPIOID RECEPTOR AGONIST, SEROTONIN REUPTAKE INHIBITOR",BRD:BRD-K51033547-003-02-6,"CA12,PDPK1,PTGS2,CHRFAM7A,CHRM3,GRIN3A,HTR2C,OPRD1,OPRK1,OPRM1,SLC6A2,SLC6A4,FAAH,PTGS1,TRPV1,CA2,CNR1,HRH1,PDE5A,GRIN1,CACNA2D1,SCN1A,SCN2A","OPRM1,SLC6A2,SLC6A4,",",","ns315;ns-315;ns315 (capsule);ns-315 (capsule);ns315 (tablet);ns-315 (tablet);tramadol hydrochloride, nippon shinyaku;tramadol hydrochloride, nippon shinyaku (capsule);tramadol hydrochloride, nippon shinyaku (tablet);tramadol, ir, janssen;tramadol, ir, janssen (capsule);tramadol, ir, janssen (tablet);tramadol, ir, nippon shinyaku;tramadol, ir, nippon shinyaku (capsule);tramadol, ir, nippon shinyaku (tablet);tramal;tramal (capsule);tramal (tablet);adolonta;cg-315;cg-315e;melanate;nobligan;nobligan retard;tradol;tramal od;tramal retard;tridol;u-26225a;ultram;zydol sr;zydol;crispin;tramadol;tramadol hydrochloride;trodon"
REP.PRIMARY,2.5,COBICISTAT,"CYP3A4, CYP3A43, CYP3A5, CYP3A7",CYTOCHROME P450 INHIBITOR,BRD:BRD-K51040301-001-02-1,"CYP3A4,CYP3A43,CYP3A5,CYP3A7","CYP3A4,","CYP3A4,CYP3A43,CYP3A5,CYP3A7,","cobicistat;cobicistat, paediatric (dispersible);cobicistat, paediatric (immediate-release);cobicistat, paediatric (ir);gs 9350;gs -9350;gs -9350, paediatric (dispersible);gs9350;gs-9350;tybost;antiretroviral boosting agent, gilead sciences;antiretroviral boosting agent, gilead sciences/ japan tobacco"
REP.PRIMARY,2.5,TIRASEMTIV,"",TROPONIN ACTIVATOR,BRD:BRD-K51087630-001-01-6,"",NaN,NaN,"ck 2017357;ck 2017357 (capsule);ck 2017357 (tablet);ck-2017357;ck-2017357 (capsule);ck-2017357 (tablet);ck357;ck-357;ck357 (capsule);ck-357 (capsule);ck357 (tablet);ck-357 (tablet);tirasemtiv;tirasemtiv (capsule);tirasemtiv (tablet);ck-1909178;troponin activators (oral, neuromuscular wasting/fragility/claudication), cytokinetics"
REP.PRIMARY,2.5,LURASIDONE,"ADRA2A, ADRA2C, DRD2, HTR1A, HTR2A, HTR7","DOPAMINE RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",BRD:BRD-K51143828-003-03-1,"ADRA2A,ADRA2C,DRD2,HTR1A,HTR2A,HTR7","DRD2,HTR1A,HTR2A,HTR7,",",","cyclurad;d-cycloserine + lurasidone, neurorx;d-cycloserine/lurasidone, neurorx;lurasidone + d-cycloserine, neurorx;lurasidone/d-cycloserine, neurorx;nrx 101;nrx101;nrx-101;d-cycloserine + lurasidone;d-cycloserine + lurasidone (bipolar depression, suicidality), neurorx;nrx-101, neurorx;cycloserine + lurasidone;cycloserine + lurasidone (bipolar depression, suicidality), neurorx"
REP.PRIMARY,2.5,FLUOROMETHYLCHOLINE,"","",BRD:BRD-K51199656-003-01-4,"",,,
REP.PRIMARY,2.5,ETHIONAMIDE,"",MYCOLIC SYNTHESIS INHIBITOR,BRD:BRD-K51207550-001-23-0,"",NaN,NaN,"nm-031;isoniazid and ethionamide derivatives (mycobacterial diseases), university of new mexico/science & technology corporation @ unm"
REP.PRIMARY,2.5,IPRAGLIFLOZIN-L-PROLINE,SLC5A2,SODIUM/GLUCOSE COTRANSPORTER INHIBITOR,BRD:BRD-K51247865-001-01-2,SLC5A2,,,
REP.PRIMARY,2.5,SARCOSINE,SLC6A9,"GLYCINE TRANSPORTER 1 INHIBITOR, GLYCINE TRANSPORTER INHIBITOR",BRD:BRD-K51263939-001-08-6,SLC6A9,",","SLC6A9,","sng 12;sng12;sng-12;n-methylglycine (moderate to severe depression/suicidality), syneurx;sarcosine;sarcosine (moderate to severe depression/suicidality), syneurx"
REP.PRIMARY,2.5,PALBOCICLIB,"CDK4, CDK6",CDK INHIBITOR,BRD:BRD-K51313569-003-03-3,"CDK4,CDK6","CDK4,CDK6,","CDK4,CDK6,","palbocap;palbociclib, nanodaru;aiboxin;ibrance;pd-0205606;pd-0332991;pd-0332991-00;pd-332991;pd-991;pf-0332991;pf-332991;cell cycle regulators, onyx/parke-davis;cell cycle regulators, onyx/pfizer;cell cycle regulators, pfizer;palbociclib;palbociclib isethionate"
REP.PRIMARY,2.5,FENBENDAZOLE,TUBB,TUBULIN POLYMERIZATION INHIBITOR,BRD:BRD-K51318897-001-15-3,TUBB,",","TUBB,","cryptococcus neoformans therapy, allegheny;cryptococcus neoformans therapy, mcp hahnemann uni;cryptococcus therapy, allegheny;cryptococcus therapy, mcp hahnemann uni;fenbendazole"
REP.PRIMARY,2.5,MEGLITINIDE,CCR2,POTASSIUM CHANNEL BLOCKER,BRD:BRD-K51324732-001-01-0,"CCR2,ABCC8,KCNJ11","ABCC8,KCNJ11,","CCR2,",hb-699;meglitinide
REP.PRIMARY,2.5,SIRAMESINE,"ADRA1A, ADRA1B, ADRA1D",SIGMA RECEPTOR ANTAGONIST,BRD:BRD-K51333959-003-01-3,"ADRA1A,ADRA1B,ADRA1D,SIGMAR1","SIGMAR1,","ADRA1A,ADRA1B,ADRA1D,",lu28-179;lu-28-179;siramesine;lu-28179
REP.PRIMARY,2.5,TOREMIFENE,ESR1,"ESTROGEN RECEPTOR ANTAGONIST, SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)",BRD:BRD-K51350053-048-16-5,ESR1,"ESR1,","ESR1,",acapodene;estrimex;fareston;farestone;fc-1157;fc-1157a;gtx-006;nk-622;toremifene;toremifene citrate
REP.PRIMARY,2.5,DEXTROSE,"","",BRD:BRD-K51431759-001-02-9,"",,,
REP.PRIMARY,2.5,DEMECARIUM,"ACHE, BCHE",ACETYLCHOLINESTERASE INHIBITOR,BRD:BRD-K51471001-303-04-7,"ACHE,BCHE",,,
REP.PRIMARY,2.5,TAURINE,"",ANTIOXIDANT,BRD:BRD-K51474575-001-10-4,IFNAR2,NaN,NaN,glutaurine;litoralon
REP.PRIMARY,2.5,RITONAVIR,"CYP1A2, CYP2B6, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP2E1, CYP3A4, CYP3A5, CYP3A7",HIV PROTEASE INHIBITOR,BRD:BRD-K51485625-001-08-4,"CYP1A2,CYP2B6,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP3A4,CYP3A5,CYP3A7,TUBB",NaN,NaN,"ritonavir, dndi/cipla;a-84538;abt-538;abbott-84538;norvir;novir;ritonavir"
REP.PRIMARY,2.5,LAZABEMIDE,MAOB,MONOAMINE OXIDASE INHIBITOR,BRD:BRD-K51486818-003-02-8,MAOB,"MAOB,","MAOB,",lazabemide;lazabemide hydrochloride;pakia;ro 19-6327;ro-19-6327;tempium;pakio;ro-19-6327/000;ro-41-3776;lazabemine
REP.PRIMARY,2.5,RO-25-6981,GRIN2B,"GLUTAMATE RECEPTOR ANTAGONIST, MONAMINE TRANSPORTER MODULATOR",BRD:BRD-K51541829-050-01-0,"GRIN2B,GRIN1","GRIN2B,",",","evt-102;ens-102;nmda nr2b antagonists (intravenous), evotec neurosciences;nmda nr2b antagonists, roche;nmda antagonists (intravenous), evotec neurosciences;nmda antagonists, roche;ro-25-6981;ro-63-1968;ro-631908;glutamate antagonists, roche"
REP.PRIMARY,2.5,CABOZANTINIB,"KDR, MET, RET","RET TYROSINE KINASE INHIBITOR, VEGFR INHIBITOR",BRD:BRD-K51544265-001-04-2,"KDR,MET,RET,AXL,FLT3,KIT,TEK","AXL,FLT3,KDR,KIT,MET,RET,TEK,","KDR,MET,",bms 907351;bms 907351 (capsule);bms 907351 (liquid suspension);bms 907351 (tablet);bms-907351;bms-907351 (capsule);bms-907351 (liquid suspension);bms-907351 (tablet);cabometics (tablet);cabometyx;cabometyx (tablet);cabozantinib;cabozantinib (capsule);cabozantinib (liquid suspension);cabozantinib (tablet);cabozantinib-s-malate;cabozantinib-s-malate (capsule);cabozantinib-s-malate (liquid suspension);cabozantinib-s-malate (tablet);cometriq;cometriq (capsule);cometriq (liquid suspension);cometriq (tablet);cometrix;kabometics (tablet);kabometikusu (tablet);xl 184;xl 184 (capsule);xl 184 (liquid suspension);xl 184 (tablet);xl184;xl-184;xl184 (capsule);xl-184 (capsule);xl184 (liquid suspension);xl-184 (liquid suspension);xl184 (tablet);xl-184 (tablet);cabozantinib s-malate
REP.PRIMARY,2.5,TPCA-1,IKBKB,IKK INHIBITOR,BRD:BRD-K51575138-001-13-2,IKBKB,,,
REP.PRIMARY,2.5,DAPOXETINE,"HTR1A, HTR1B, HTR2C, SLC6A4",SELECTIVE SEROTONIN REUPTAKE INHIBITOR (SSRI),BRD:BRD-K51579475-003-02-4,"HTR1A,HTR1B,HTR2C,SLC6A4","SLC6A4,","HTR1A,HTR1B,HTR2C,SLC6A4,",dapoxetine;ly-210448;ly-243917;priligy;dapoxetine hydrochloride
REP.PRIMARY,2.5,ILOMASTAT,"ACAN, ADAM28, MMP1, MMP12, MMP13, MMP14, MMP2, MMP3, MMP8, MMP9",MATRIX METALLOPROTEASE INHIBITOR,BRD:BRD-K51662849-001-05-4,"ACAN,ADAM28,MMP1,MMP12,MMP13,MMP14,MMP2,MMP3,MMP8,MMP9",",","ACAN,ADAM28,MMP1,MMP12,MMP13,MMP14,MMP2,MMP3,MMP8,MMP9,","cs-610;galardin;galardin mpi;gm-6001;ilomastat;ilomastat (inflammatory respiratory diseases), arriva"
